BeIdentificatie,Sbi2008ActueelGecoordineerd,GkSbsGecoordineerd
72013214,2893,5
72013249,2899,4
72013427,2731,7
55946321,2223,4
55949223,2825,4
55955266,2562,4
55955975,2221,7
55964206,3092,8
55964648,2442,8
55965601,2511,4
55965636,2442,7
55965679,2511,7
55965687,2752,6
55998747,2562,4
56001266,29202,5
56005369,2529,5
56005830,2511,4
56005938,2223,4
56007345,1071,4
56010400,2511,7
56011261,2369,5
56011652,2899,6
56014120,2030,4
56032722,3020,5
59705876,2651,4
59869437,2042,5
59876182,2561,4
59882085,2814,5
59886900,2813,7
59888547,2511,5
59889330,3316,8
59889349,2363,5
59889950,1084,8
59890355,1013,7
59890673,33121,4
59947160,1041,5
59958545,1071,4
60001054,1071,5
60092912,2314,4
60093196,33123,8
60144440,1020,4
60188278,2599,4
60189266,2512,5
60206152,2511,4
60206586,1020,5
60255587,1071,4
60255838,1071,4
60259094,2562,4
60260912,2841,5
60267003,2573,5
60267372,3323,4
60268395,2451,6
60277114,32502,4
60281103,2660,4
60281480,33221,5
60281987,2652,5
60282533,2562,5
60289619,1393,4
60289678,1310,4
60289783,33123,4
60290994,3316,9
60291184,1814,6
60291222,1020,6
60291575,16231,4
60292644,1020,6
60293667,3109,6
60293888,3323,5
60293934,1011,6
60294116,1072,5
60295732,1011,5
60390271,2221,5
60390492,1392,4
60391804,33121,4
60392657,3314,6
60394773,31012,5
60394935,2363,8
60395699,2451,5
60397330,2899,7
60397810,2511,7
60398442,1071,9
60398620,1013,7
60496096,2895,5
60499281,1624,4
60514949,32502,5
60539496,2511,4
60547723,2599,5
60556552,2511,4
60562641,2562,4
60565098,2611,4
60565853,2562,4
60568135,23611,6
60568801,2511,6
60569832,1814,6
60569875,2651,5
60639997,3220,5
60648716,3315,4
60652160,2752,4
60680008,2550,4
60684194,2550,4
60693118,33121,4
60715901,2399,4
63712490,18129,5
63715554,18129,4
63716356,2222,4
63721651,2120,8
63727307,2732,8
63729415,2790,9
63731274,1062,7
63822288,2599,7
63824434,3102,4
63826852,2529,5
63827271,18129,5
63827565,2511,5
63827662,2511,5
63832275,2740,5
63832283,2611,5
63839172,31011,4
63855208,2511,4
63878798,2017,4
63976080,1624,5
64053091,1071,5
64066169,2561,6
64067351,2561,4
64067645,1814,5
64070972,17211,7
64075451,2822,5
64083160,1051,4
64083403,2512,4
64083993,2711,5
64090191,2612,4
64093093,23611,5
64093115,23611,6
64099148,1814,5
64115089,33121,4
64115097,2829,4
64145212,2453,4
64156044,18129,4
64160610,1071,4
64162036,31011,5
64162087,33123,4
64162877,2562,4
64163334,33121,4
64163547,2830,5
64164748,32502,4
64165612,3012,4
64168603,2511,8
64171582,18123,5
64172325,2550,9
64172872,3011,7
64174603,16102,4
64174611,16102,5
64193268,1051,4
64194752,18129,4
64196542,2829,5
64198227,1071,5
64199665,2511,5
64205584,2599,5
64211622,3315,6
64236056,1011,5
64315223,2712,4
64318877,33223,4
64327930,1085,7
64328287,2651,4
64362213,2790,4
64363740,2825,4
64365700,33121,4
64367096,2120,4
64369919,33123,4
64372162,33121,4
64376966,2751,8
64378187,2222,8
64438120,33121,4
64454045,18121,4
64471845,2222,5
66792967,1072,4
66795567,3012,5
66795885,2573,6
66798132,1071,4
66833671,2550,5
66837928,2562,5
66838673,2052,5
66840473,2611,7
66841461,2561,7
66842328,33221,5
66842336,2712,5
66842379,23611,5
66843596,2410,8
66843618,29202,5
66846005,1020,4
66846390,3109,4
66847591,2561,5
66848075,1629,7
66850703,33123,4
66852684,2562,4
66861004,1814,4
66863538,1042,8
66863589,33123,9
66863651,2550,4
66863856,2893,6
66865123,2222,5
66866782,1089,7
66868378,32502,5
66868386,2822,7
66868394,3092,7
66868610,2530,8
66915678,2620,4
66949548,1071,4
67005799,2120,4
67090036,2562,5
67096697,1011,8
67103898,32501,7
67104568,29201,5
67106552,2733,6
67108539,1051,4
67110754,1092,4
67135722,2752,4
67140270,2512,4
67169163,33123,4
67204848,18123,4
67210007,18123,4
67211887,33123,5
67218091,2899,4
67228615,31011,7
67230067,1392,8
67256651,29201,4
67268870,2229,7
67271545,2829,4
67273947,2821,6
67277586,2221,4
67279902,2562,4
67280064,2363,4
67280919,1092,7
67283543,17211,4
67291201,2562,5
67299121,2059,7
67304966,3324,5
67369472,1072,4
67395627,1052,5
67409512,2562,4
67454143,33123,4
67472850,2512,5
67473075,2042,5
69520011,1071,4
69564817,1071,4
69579288,33223,5
69673853,1071,4
69677735,3324,4
69681066,16231,5
69683492,1392,5
69716749,31011,5
69719659,2932,5
69721750,2790,4
69725349,2849,5
71640967,2370,6
71641823,1012,6
71643575,2410,4
71644326,1071,6
62372637,2894,6
62376179,32502,5
62377582,18123,5
62418998,2830,4
62508571,18124,4
62513540,2611,6
62522655,2611,5
62540351,33123,4
62543369,2561,4
62621343,2829,6
62621548,2829,5
62622064,20149,6
62632876,29201,5
62633201,2829,4
62673963,1051,9
62677292,2016,5
62682172,2752,5
62682180,2453,6
62685740,2562,6
62696025,2712,7
62696602,2712,6
62801708,1071,4
65347048,32999,5
65397789,2572,8
65404254,1101,6
65427114,2562,4
65438507,1711,5
65498879,3315,4
65513738,17211,4
65561236,2223,4
65633067,2630,4
65647068,1071,4
65649648,3329,4
65657985,31012,4
65668553,3092,5
65671880,32501,4
65672283,1729,6
65673395,2051,4
65679644,1089,6
65680073,32502,4
65680200,18129,6
65680855,2223,4
65685687,3099,5
65686098,1071,4
65686721,1071,4
65689534,3315,4
65690281,1071,4
65691113,31011,4
65694740,1071,4
65696158,2511,4
65700228,10822,4
65700392,18123,5
65705203,2219,4
65709888,1071,4
65710932,2511,5
65718240,2814,4
65719123,33121,4
65722205,31011,4
65748433,33123,4
65750616,2814,4
65758803,3324,4
65768698,1071,6
65792920,1071,4
65798503,33121,5
65807065,3109,4
65808401,2223,4
65808509,1051,5
65813065,1031,8
65815432,2652,6
65837770,3315,7
65852184,29201,5
65857046,2830,7
65864174,1092,4
65932471,18129,5
65933591,1061,6
65934199,2219,5
65934202,2219,5
65936108,2511,5
65939670,2110,4
65943546,2511,5
65959159,1085,4
65961307,2363,6
65986555,23611,8
68180411,2442,4
68181663,2016,6
68185464,2711,5
68185898,2899,4
68192088,2599,4
68194668,2829,4
68195753,1071,4
68196717,2521,5
68197241,2573,5
68197675,2221,4
68207271,33121,4
68207883,2561,4
68213522,33221,4
68229224,2511,5
68230389,2511,4
68237553,3315,4
68248660,3103,6
68268491,18123,7
68273134,2511,4
68273150,1071,4
68276788,2893,5
68326882,2561,4
68328710,3230,7
68334915,18124,6
68335148,2572,4
68336357,32501,4
68336411,32999,4
68337620,2899,6
68340990,1396,4
68343795,2830,4
68346050,2410,4
68349572,2893,5
68350732,1013,5
68359497,3011,5
68363354,3315,4
68363974,23611,4
68365780,2312,5
68370121,33121,4
68374925,32502,5
68375085,2825,5
68375158,2041,4
68375166,2059,5
68375875,2822,4
68376367,16231,5
68377495,2550,5
68377762,3240,5
68476531,2442,4
68500769,1814,5
68500777,1814,5
68507658,1395,6
68541430,18123,4
68544103,2829,4
68552521,2223,4
68552599,18123,9
68552610,2830,6
68553080,2221,5
68553722,2573,7
68553838,2222,7
68554230,2899,5
68554419,16231,5
68555024,10822,6
68560842,1722,8
68631642,31011,4
68656920,2222,5
68657005,2229,5
68659652,3240,6
68660006,3103,7
68661304,2221,5
68662386,2059,6
68667116,29201,5
68669577,2562,4
68671792,1624,5
68673779,1052,5
68690061,2030,6
70486387,32501,4
70498253,2620,7
70499802,1085,7
70499926,2732,7
70500045,2825,6
70501300,2910,7
70501424,2910,9
70562490,1071,4
70624259,1071,4
70634084,1629,5
70637229,1071,5
70646139,2562,4
70654344,32502,7
70659303,18121,6
70677395,1071,4
70693773,2813,7
70694648,2899,6
70695326,1085,8
70695830,1089,6
70696306,18129,7
70696977,33121,4
70778884,33123,4
70791872,3109,5
70792070,33123,4
70800316,2042,5
70813035,1071,5
70823022,1073,4
70847045,1071,4
70859728,18123,5
70862613,2829,6
70866090,3011,4
66522757,2561,6
66568749,2511,5
66570905,33221,4
66614724,2720,4
66622913,2511,6
66683866,2599,4
66689449,2825,7
66692180,1413,4
66696011,2410,4
66696364,33123,5
66704863,18129,5
66705479,10822,5
66706505,2599,5
66708087,2052,5
66714273,32502,4
66727723,2511,4
66732077,1013,4
66758831,1086,4
66775205,2562,5
68705956,2611,4
68715145,2752,4
68717040,2319,6
68717385,3012,4
69138680,2611,4
71016228,2711,4
71034846,2611,5
71043349,2711,6
71047247,1413,4
71074090,2829,5
71074384,1051,4
71077294,2899,4
71088164,1012,4
71108777,2511,4
71138463,1092,5
71138498,1012,6
71141103,1012,7
71142959,2511,5
71247491,2562,4
71256776,2562,4
71262067,2511,4
71267654,33121,4
71274022,2562,4
71295046,2899,5
71304215,2825,8
71304274,3012,5
71305785,2599,6
71308032,33121,4
71323791,18129,4
71418563,2511,5
71427031,1071,4
71434461,2829,4
71438580,1071,4
71442200,29201,4
71443746,2611,8
71644628,1091,7
71648208,18129,6
71648747,33121,4
71681124,2511,5
71691987,3109,4
71713387,32999,4
71730354,1071,5
71731113,2612,6
71732322,29201,5
71815678,1071,6
71818944,2511,5
71826769,2017,5
71836098,33121,5
71837388,2910,4
71857125,2221,7
71857869,1083,7
71859888,1071,4
71860398,2812,6
71860436,33121,5
